ID	UPCEAN	Name	CategoryID	CategoryName	BrandID	BrandName
2397629	718103082211	Staples brands spls 1/3x4 inklsr lbl 25sht 18106/sicj120	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397630	718103017497	Staples brands spls 100 CD multi slim cases 11072-cc	2276021	Техника (folder)/Электротехника/Цифровая техника (folder)/IT Peripherals	2397040	STAPLES BRANDS GROUP
2397631	718103163668	Staples brands spls 12 sheet microcut shrdr spl-tmc12a	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397632	718103161275	Staples brands spls 16 sheet microcut shrdr spl-tmc162a	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397633	718103112550	Staples brands spls 18 sht crosscut shredder spl-txc18a	543671	Канцелярские товары (folder)/Шредер	2397040	STAPLES BRANDS GROUP
2397634	718103025034	Staples brands spls 1sub 8x10.5 quad 4sq/in 11625m	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397635	718103009584	Staples brands spls 1x2 5/8 lsr/ij lbl 100sh 18057/siwo100	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397636	718103009591	Staples brands spls 1x4 lsr/ij lbl 100sh 18058/siwo110	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397637	718103161305	Staples brands spls 24 sheet crosscut shrdr spl-txc24a	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397638	718103020565	Staples brands spls 25pk dblside CD sleeves 32829	2276021	Техника (folder)/Электротехника/Цифровая техника (folder)/IT Peripherals	2397040	STAPLES BRANDS GROUP
2205362	718103113052	Staples brands spls 2gb sd card relay 17803	1	Неклассифицированные/default	2397040	STAPLES BRANDS GROUP
2397639	718103009614	Staples brands spls 2x4 lsr/ij lbl 100sh 18060/siwo130	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397640	718103009621	Staples brands spls 3 1/3x4 lsr/ij lbl 100sh 18061/siwo140	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397641	718103089715	Staples brands spls 30 sht strip cut shredder spl-s302d	543671	Канцелярские товары (folder)/Шредер	2397040	STAPLES BRANDS GROUP
2205363	718103113069	Staples brands spls 4gb sd card relay 17804	1	Неклассифицированные/default	2397040	STAPLES BRANDS GROUP
2397642	718103004282	Staples brands spls 50pk CD/DVD slim cs trans 10378-cc	2276021	Техника (folder)/Электротехника/Цифровая техника (folder)/IT Peripherals	2397040	STAPLES BRANDS GROUP
2204780	718103020589	Staples brands spls 50pk dblside CD sleeves 32831	1	Неклассифицированные/default	2397040	STAPLES BRANDS GROUP
1651879	018421399061	Staples brands spls 5x8 blk card file 36940	1	Неклассифицированные/default	2397040	STAPLES BRANDS GROUP
2397643	718103111485	Staples brands spls 6 outlet pwr strip 15ft 17649	2276021	Техника (folder)/Электротехника/Цифровая техника (folder)/IT Peripherals	2397040	STAPLES BRANDS GROUP
2397644	718103111492	Staples brands spls 6 outlet pwr strip 6ft 17651	2276021	Техника (folder)/Электротехника/Цифровая техника (folder)/IT Peripherals	2397040	STAPLES BRANDS GROUP
2397645	718103022798	Staples brands spls 8 1/2x11 ij/lsr lbl 100sh 18062/siwo150	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
2397647	718103009997	Staples brands spls 9x12 econ clipbrd 2pk blk 10530	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
1732132	077711752542	Staples brands spls binder pockets asst 5pk 15158-cc	2	Канцелярские товары (folder)/Канцелярские товары	2397040	STAPLES BRANDS GROUP
