ID	UPCEAN	Name	CategoryID	CategoryName	BrandID	BrandName
3366389	4607017463710	Конфеты леванта с новым годом и рождеством шоколадные 250г к/к	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3945096	Шоколадный кутюрье (шоколадный KUTYURE)
2878630	4607017463031	Конфеты леванта сердце асс 0.190 #3	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2733256	4607017463567	Конфеты леванта снигирь шоколадные 260г к/к	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3945096	Шоколадный кутюрье (шоколадный KUTYURE)
3366390	4607017463505	Конфеты леванта, ассорти шоколадные, 205г, кор	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3945096	Шоколадный кутюрье (шоколадный KUTYURE)
2910955	4607017461723	Конфеты леванта, белочка, шоколадные, 260г кор	21865	Продукты питания (folder)/Кондитерские изделия (folder)/Печенье	0	
3366391	4610003860028	Конфеты левушка 210г мяг/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3911099	Славянка левушка
3366392	4670000561458	Конфеты левушка 250г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3911099	Славянка левушка
3366393	4640011945981	Конфеты левушка 270г мяг/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3911099	Славянка левушка
3366394	4627099971552	Конфеты левчик глазированные с комбинированным корпусом 200г мяг/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
70782	4607018480068	Конфеты легенды моря шок.300г сундучок	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
70783	4607018480150	Конфеты легенды моря шокол.240г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	29837	МЕЧТА
156279	4601614013088	Конфеты легенды о любви 0.230	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878633	4605142016412	Конфеты легенды осени 0.186	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878634	4607157390440	Конфеты леденцовая микс 0.300	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
155948	4600680000930	Конфеты леденцы бон пари фруктовое ассорти 500г пакет, ш/к 00930	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	63252	Nestle Бон Пари
78333	4605321543005	Конфеты леденцы веселинка жб 65г	19856	Продукты питания (folder)/Кондитерские изделия (folder)/Леденцы	38589	Камея
2445873	4600648366139	Конфеты леди день чернослив ракконд 0.350	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3689593	LEDI DEN
3366396	4650056460059	Конфеты леди лакомка 1000г*3шт	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445874	4600648364135	Конфеты леди ночь курага ракконд 0.350	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	2431628	Акконд
3366397	4600648364883	Конфеты леди ночь с курагой акконд 350г мяг. упак.	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	2431628	Акконд
2445876	4600648367136	Конфеты леди ночь чернослив ракконд 0.350	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	2431628	Акконд
3366398	4604248013479	Конфеты ледниковый период с ореховой начинкой 22г мяг/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366399	4605142015972	Конфеты лель 355г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
70785	5410233520179	Конфеты лематр трюфели бел/шок кофе 175г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	70784	Лематр
737386	044944521177	Конфеты лематр трюфели бел/шок кофе 175г #2	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	70784	Лематр
70786	5410233520148	Конфеты лематр трюфели мол/шок какао 175г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	70784	Лематр
737387	044944521146	Конфеты лематр трюфели мол/шок какао 175г #2	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	70784	Лематр
2878635	4607157392185	Конфеты ленинградская Коллекция 0.200	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445877	4600452011324	Конфеты Леонардо вишня в шок/глаз озер/сувенир 0.200	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445878	460045201143	Конфеты Леонардо гр/орех в бел/шок озер/сувенир 0.200	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445879	4600452011423	Конфеты Леонардо гр/орех в шок/глаз озер/сувенир 0.200	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445880	4600452011263	Конфеты Леонардо миндаль в шок/глаз озер/сувенир 0.200	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445881	4600452011270	Конфеты Леонардо фундук в шок/глаз озер/сувенир 0.200	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
154784	4620002890339	Конфеты лес/братва витая кар с игрушкой 0.0125	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
173984	4600823558007	Конфеты лес/лакомка бабаево 0.250	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	38995	Бабаевский
143766	4600080310868	Конфеты лесная быль вес	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	89	Рот Фронт
3366400	4607043030290	Конфеты лесная симфония ассорти 200г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366401	4607062411117	Конфеты лесная сказка 180г самарские	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445882	4810410059736	Конфеты лесная Фея 200г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878636	4810410057657	Конфеты лесная Фея вес	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
28607	4607093100783	Конфеты лесная ягода желейные на фр. 200г	279339	Продукты питания (folder)/Диетические продукты	28363	ЖИЗНЕЛЮБ
28623	4607093100776	Конфеты лесная ягода желейные на фр. вес 4кг	279339	Продукты питания (folder)/Диетические продукты	28363	ЖИЗНЕЛЮБ
1776274	4810067048244	Конфеты лесной гном б.пар.мет	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
476219	4810067052548	Конфеты лесной гном/б пар мет/150г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
143767	4607033690312	Конфеты лесной орех в бел-тем. шоколаде вес 3кг	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	143073	МИКАЕЛЛО
319331	4751011190186	Конфеты лесной орех трюф. 120г карт./кор.	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878637	4607067150370	Конфеты летний пломбир вишнев 0.310	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
737470	4820046868329	Конфеты лещина (200г/20шт)	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	38604	Roshen
2878638	4823005305392	Конфеты лещина roshen 0.300	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878646	4607047599342	Конфеты либриссимо суфле Люкс шоколадный 200г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
1234789	4823015626623	Конфеты лидо de Paris 315г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445883	4014697513008	Конфеты ликер пралине 0.300	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878640	4690580007504	Конфеты ликерель со вк.вишневого ликера,со вк.яичного ликера ,(микс) 1кг*3пак (54-11)	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366402	4603513005812	Конфеты ликерная Коллекция вкус baileys 200г м/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366403	4603513005829	Конфеты ликерная Коллекция вкус амаретто 200г м/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366404	4603513005836	Конфеты ликерная Коллекция вкус малибу 200г м/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
24418	4810067005223	Конфеты ликерные 400г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
1776275	5900189003791	Конфеты ликеры и водка шоколадные с ликерными начинками 210г тв/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366405	4627102870049	Конфеты лилии ассорти 200г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445884	4605321000065	Конфеты лим-апельсин корочки кар лед 0.200	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366406	6927260911102	Конфеты лимбо жевательная 14г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445885	460672000355	Конфеты лимон 0.140	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
154782	4600823342064	Конфеты лимонная кар пакет бабаево 0.250	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3872094	Объединенные кондитеры лимонная
156062	4607072800475	Конфеты лимонная помад н/кондитер пак 0.2	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3847912	лимонная NEUGOMONNAYA
476220	4810410027414	Конфеты лимонные вес	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366407	4607175973809	Конфеты лимонные на фруктозе 200г м/у рототайка	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
23741	7613030203834	Конфеты лион кинг сайз 65г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	19678	Nestle
23742	4870036007757	Конфеты Лира 1/6кг	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878641	4605142013633	Конфеты лирика славянка 0.315	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366408	4607086958636	Конфеты лирис борис 2кг кор	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878642	4607047590288	Конфеты лирисимо коф/шок 0.180	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878643	4607023942124	Конфеты лирисимо слад/минд 0.180	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878644	4607023942117	Конфеты лирисимо слив/десерт 0.180	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
70854	4607047590271	Конфеты лириссимо апельсин 180г ламзурь	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
70855	4607047590257	Конфеты лириссимо кокос.молоко 180г ламзурь	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
70856	4607047590264	Конфеты лириссимо малина 180г ламзурь	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878647	4607047599359	Конфеты лириссимо суфле асс 0.200 #3	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
70857	4607047590240	Конфеты лириссимо фисташки 180г ламзурь	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
23743	4810410001353	Конфеты лиса-плутовка 200г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
1776276	4810410039875	Конфеты лиса-плутовка композ.	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2498213	4680008640352	Конфеты лисичкины сказки с игрушкой 24г	77	Продукты питания (folder)/Кондитерские изделия (folder)/Кондитерские изделия	0	
2848131	4640003283244	Конфеты лител мисс с апельсином 40г	1	Неклассифицированные/default	0	
1234791	4823007300043	Конфеты лк метеорит 180г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366409	5901177152309	Конфеты лове&черри 300г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445887	4607082940154	Конфеты ловенто голд 0.090	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445890	4607082940215	Конфеты ловенто кофейно сливочный 150г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3694560	LOVENTO
2445892	4607082940222	Конфеты ловенто топ/мол 0.150	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	3694560	LOVENTO
3366410	4607134831805	Конфеты лолик на палочке с игрушкой 15г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	91192	Шоколадный Дом
1234792	8697422650603	Конфеты лолли бол мяч+дражt+чупс	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
737389	8717249056409	Конфеты лонка вкус карамели мягк. 200г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	620020	LONKA
2878648	4627073375055	Конфеты лорд с новым годом! белая 80г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878649	4627073375048	Конфеты лорд с новым годом! красн 80г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445894	4627073373440	Конфеты лорд сладости для моей сладкой шок.пралине 80г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	2445893	Лорд
2445895	4627073372115	Конфеты лорд шоколадное пралине мол/горьк.150г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	2445893	Лорд
1708793	46131713	Конфеты лошадка шоколадная 28г	271328	Товары для праздников (folder)/Подарок новогодний	0	
3366411	4650062871320	Конфеты лошадь шоколадная 45г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366412	4627114171257	Конфеты лука морье мистик с начинкой 29г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366413	4627114171240	Конфеты лука морье молочная река с начинкой 29г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
1234793	4823054600202	Конфеты лукас птичье молоко 350г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445896	4600680004310	Конфеты лукоморье Россия 0.180	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445897	460068000532	Конфеты лукоморье Россия 0.250	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878650	4810067071259	Конфеты лунария вк.пломб.и шокол. мет.саше 160г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
1776277	4810067070825	Конфеты лунария вкус пломбира и шоколада к полифан.мет зав саше	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878651	4810067071266	Конфеты лунария ирисо-сливочный вкус мет.саше 160г	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
1776278	4810067070832	Конфеты лунариявк. ирисо-слив.к п/ф мет. зав.саше	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
1684951	4601614017789	Конфеты лунная соната набор шоколадные 170г тв/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445898	460207300875	Конфеты лунное сияние асс 0.200	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445899	4602073008738	Конфеты лунное сияние асс 0.200 #2	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445900	4602073008776	Конфеты лунное сияние асс 0.200 #3	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445901	4602073008790	Конфеты лунное сияние асс 0.200 #4	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878652	4602073008905	Конфеты лунное сияние асс 0.200 #5	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2878653	4602073008912	Конфеты лунное сияние асс 0.200 #6	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366414	4601614027184	Конфеты лунный мотив шоколадные 170г тв/уп	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2733145	4600416010769	Конфеты Лунтик, жевательная, апельсин 10г м/у	330591	Продукты питания (folder)/Продукты питания	0	
319332	4605142012476	Конфеты лучший подарок 180г /славянка/	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
1776279	4810410047276	Конфеты лэйбики кф вес	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
2445902	4603513001067	Конфеты люб/бриллиант сокол 0.144	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
3366415	4650067380926	Конфеты любава 9 мая 180г коробка	22145	Продукты питания (folder)/Кондитерские изделия (folder)/Конфеты	0	
