ID	UPCEAN	Name	CategoryID	CategoryName	BrandID	BrandName
814379	026102889695	Салатник luminarc гарден спирит 88969r	323381	Посуда (folder)/Салатник	38318	Luminarc
112693	026102657744	Салатник luminarc гометт 65774	323381	Посуда (folder)/Салатник	38318	Luminarc
814563	026102815915	Салатник luminarc графика красный 12см	323381	Посуда (folder)/Салатник	38318	Luminarc
3503500	883314352979	Салатник luminarc грин форест 12см	323381	Посуда (folder)/Салатник	38318	Luminarc
3503501	883314352993	Салатник luminarc грин форест 23см	323381	Посуда (folder)/Салатник	38318	Luminarc
3897479	883314304411	Салатник luminarc даржилинг пинк 16.5см	323381	Посуда (folder)/Салатник	38318	Luminarc
814576	883314140972	Салатник luminarc дейли спешиал 24см (арт.е9480)	323381	Посуда (folder)/Салатник	0	
3897480	883314242805	Салатник luminarc джэп.три блу 12см	323381	Посуда (folder)/Салатник	38318	Luminarc
814335	883314151695	Салатник luminarc директор белый 12см (н4122) /Франция/	323381	Посуда (folder)/Салатник	38318	Luminarc
814580	883314151763	Салатник luminarc директор белый 24см (g0570) /Франция/	323381	Посуда (folder)/Салатник	38318	Luminarc
323446	0883314151763	Салатник luminarc директор белый 24см g0570	323381	Посуда (folder)/Салатник	38318	Luminarc
3897481	883314246452	Салатник luminarc директор черный 12см	323381	Посуда (folder)/Салатник	38318	Luminarc
3897482	883314488012	Салатник luminarc дисн.хол.серд.16см	323381	Посуда (folder)/Салатник	38318	Luminarc
814587	883314223316	Салатник luminarc дымчатый 23см /Франция/ (g6323)	323381	Посуда (folder)/Салатник	0	
3897483	883314385144	Салатник luminarc дэйли мэт 500мл	323381	Посуда (folder)/Салатник	38318	Luminarc
814326	026102377895	Салатник luminarc кадис 12см /37789/	323381	Посуда (folder)/Салатник	38318	Luminarc
1697251	883314145908	Салатник luminarc карин гибискус грин 12см g0078	2420630	Посуда (folder)/Посуда кухонная	1656776	Посуда
814380	883314123036	Салатник luminarc квад. abacca square 26см	323381	Посуда (folder)/Салатник	38318	Luminarc
83993	883314002171	Салатник luminarc квад. paquerette 16см	323381	Посуда (folder)/Салатник	38318	Luminarc
112763	883314002195	Салатник luminarc квад. paquerette 26см	323381	Посуда (folder)/Салатник	38318	Luminarc
814381	026102942499	Салатник luminarc квад.square stones 26см	323381	Посуда (folder)/Салатник	38318	Luminarc
83986	026102078013	Салатник luminarc квадрато белый стекло 16см	323381	Посуда (folder)/Салатник	38318	Luminarc
3503502	883314447460	Салатник luminarc квадрато белый стекло 16см #2	323381	Посуда (folder)/Салатник	38318	Luminarc
3897484	261020691344	Салатник luminarc квадрато черный 14см	323381	Посуда (folder)/Салатник	38318	Luminarc
112754	026102863886	Салатник luminarc квадро абсинт квадратн 86388	323381	Посуда (folder)/Салатник	38318	Luminarc
621403	883314279306	Салатник luminarc киви 27см	323381	Посуда (folder)/Салатник	38318	Luminarc
621400	883314277753	Салатник luminarc клубника 16см	323381	Посуда (folder)/Салатник	38318	Luminarc
3897485	883314508970	Салатник luminarc ков.гард.марв.17см	323381	Посуда (folder)/Салатник	38318	Luminarc
3897486	883314494860	Салатник luminarc кол.дэйс грин 12см	323381	Посуда (folder)/Салатник	38318	Luminarc
3897487	883314495119	Салатник luminarc кол.дэйс йел.12см	323381	Посуда (folder)/Салатник	38318	Luminarc
